delivery_person_id,first_name,last_name,phone,age,ratings,vehicle_type,vehicle_condition,status,current_latitude,current_longitude,total_deliveries,city
D00480,Harish,Gole,+916151204850,35,4.38,scooter,1,On Delivery,12.933512,77.603408,929,Bengaluru
D00481,Agastya,Shenoy,+910422763460,23,4.21,scooter,1,Available,12.986948,77.521538,1508,Bengaluru
D00482,Henry,Sarma,+913472435861,35,3.77,bicycle,2,Available,12.934367,77.558742,1311,Bengaluru
D00483,Madhav,Biswas,+912670866656,24,4.54,electric_scooter,1,Offline,12.955362,77.512176,2555,Bengaluru
D00484,Samarth,Tata,+918784947712,38,3.54,motorcycle,0,Available,13.051155,77.593351,159,Bengaluru
D00485,Ekaraj,Mitter,+917422354340,29,3.61,scooter,2,On Delivery,13.119499,77.580654,2253,Bengaluru
D00486,Jai,Krishnan,+915649525492,20,4.16,bicycle,2,On Delivery,12.948699,77.569833,3291,Bengaluru
D00487,Faraj,Sampath,+919738818273,20,4.73,electric_scooter,1,Available,12.845613,77.660518,933,Bengaluru
D00488,Ranbir,Borah,+918821884968,20,4.72,bicycle,1,Available,12.997287,77.567558,3180,Bengaluru
D00489,Udarsh,Srinivas,+911254341230,23,4.32,scooter,0,Available,12.929093,77.608434,3057,Bengaluru
D00490,Sai,Warrior,+913721860032,21,4.29,bicycle,0,Available,12.858355,77.699552,1839,Bengaluru
D00491,Zehaan,Sahota,+911400347131,44,4.34,scooter,2,Available,12.974023,77.643616,3379,Bengaluru
D00492,Andrew,Parsa,+910162590841,38,4.12,scooter,2,On Delivery,13.046277,77.599191,2155,Bengaluru
D00493,Brijesh,Chopra,+917535821072,37,4.06,motorcycle,1,On Delivery,13.004893,77.572851,24,Bengaluru
D00494,Jeet,Pant,+910371616088,23,4.06,scooter,1,Offline,12.911104,77.545519,643,Bengaluru
D00495,Fiyaz,Basu,+916477183753,21,4.68,motorcycle,1,On Delivery,12.94655,77.590874,444,Bengaluru
D00496,Ryan,Narula,+910855780024,41,3.74,electric_scooter,0,On Delivery,12.922482,77.615972,562,Bengaluru
D00497,Tanveer,Cherian,+916906968574,32,4.69,scooter,0,Available,12.931654,77.62866,1822,Bengaluru
D00498,Abdul,Chaudhari,+919139521501,33,4.99,electric_scooter,0,Available,13.012306,77.677152,28,Bengaluru
D00499,Kai,Kapadia,+918424319839,24,3.29,motorcycle,1,On Delivery,12.94271,77.535503,912,Bengaluru
D00500,Indrajit,Sehgal,+916910530215,22,5.0,motorcycle,2,Available,12.915609,77.641015,3317,Bengaluru
D00501,Rachit,Raman,+913395348110,30,4.0,motorcycle,0,Offline,12.898502,77.614425,1141,Bengaluru
D00502,Vincent,Tella,+912789615738,30,4.96,motorcycle,0,Available,12.922424,77.557548,3165,Bengaluru
D00503,Faqid,Pai,+913959781554,24,4.09,motorcycle,2,Available,12.927833,77.655204,2760,Bengaluru
D00504,Advik,Subramanian,+916024465467,34,4.4,motorcycle,1,Available,12.974074,77.608783,426,Bengaluru
D00505,Charles,Merchant,+916478370317,30,3.94,motorcycle,0,On Delivery,12.933628,77.606946,3189,Bengaluru
D00506,Sarthak,Chada,+911485726029,25,4.2,motorcycle,1,On Delivery,12.923347,77.57506,1659,Bengaluru
D00507,Dalbir,Dhar,+910766420763,24,3.78,motorcycle,0,Offline,12.94654,77.571237,2903,Bengaluru
D00508,Owen,Muni,+918676259238,33,4.16,scooter,1,On Delivery,12.934323,77.59843,1674,Bengaluru
D00509,Onveer,Shah,+916932055340,31,3.03,scooter,2,On Delivery,13.012763,77.706393,3427,Bengaluru
D00510,Harshil,Verma,+919615976405,26,4.07,scooter,2,Available,12.98648,77.618671,1854,Bengaluru
D00511,Wyatt,Pall,+915542619038,28,4.63,motorcycle,0,On Delivery,12.98787,77.640808,1658,Bengaluru
D00512,Wazir,Chatterjee,+913202227111,34,3.8,electric_scooter,2,Offline,12.884892,77.593818,1754,Bengaluru
D00513,Theodore,Sethi,+914298514486,38,4.05,scooter,0,Available,12.960428,77.619373,434,Bengaluru
D00514,Nathaniel,Bhavsar,+919220269801,28,4.28,motorcycle,1,Available,13.118714,77.576615,3404,Bengaluru
D00515,Mason,Basu,+910316370500,29,4.57,scooter,0,Available,12.894022,77.640755,3430,Bengaluru
D00516,Dakshesh,Bajaj,+916931729476,27,3.8,electric_scooter,0,On Delivery,13.023142,77.613673,2315,Bengaluru
D00517,Onveer,Chopra,+915998519393,24,4.12,motorcycle,0,Offline,12.988057,77.651049,2030,Bengaluru
D00518,Fitan,Kohli,+919163504960,24,4.36,electric_scooter,2,On Delivery,12.909437,77.56668,1628,Bengaluru
D00519,Gagan,Dutta,+914539749950,34,4.61,scooter,2,Offline,12.951345,77.699766,1791,Bengaluru
D00520,Noah,Sandhu,+917560208019,25,3.72,scooter,0,Available,12.852543,77.673748,328,Bengaluru
D00521,Vihaan,Kata,+910448909322,31,4.47,bicycle,0,Available,13.014165,77.58548,36,Bengaluru
D00522,Samaksh,Gour,+912555019354,30,3.95,scooter,2,Offline,12.897587,77.565889,935,Bengaluru
D00523,Girik,Sankaran,+913933324362,38,4.35,motorcycle,0,On Delivery,12.945836,77.587326,119,Bengaluru
D00524,Rudra,Balakrishnan,+913124412907,44,3.82,motorcycle,2,Available,13.005673,77.577317,2515,Bengaluru
D00525,Hardik,Sengupta,+917631774954,25,4.48,motorcycle,0,Available,12.980192,77.637755,2448,Bengaluru
D00526,Tanish,Ramachandran,+919375919226,34,4.45,motorcycle,0,Available,12.985979,77.510637,1535,Bengaluru
D00527,Aarnav,Kala,+917528646120,39,3.11,motorcycle,1,On Delivery,12.968002,77.682524,946,Bengaluru
D00528,Harshil,Mallick,+918452403211,31,4.77,scooter,1,Available,12.91538,77.628224,1311,Bengaluru
D00529,Azad,Chaudry,+911430877972,28,4.62,motorcycle,0,Available,12.960636,77.758692,3046,Bengaluru
D00530,Girik,Pau,+911883458192,43,4.71,bicycle,0,Available,12.940099,77.661533,2233,Bengaluru
D00531,Nicholas,Hegde,+913332998651,31,3.57,electric_scooter,0,Available,12.925306,77.544057,1923,Bengaluru
D00532,Veer,Comar,+916408585883,43,3.5,motorcycle,1,On Delivery,12.898216,77.610493,2920,Bengaluru
D00533,Karan,Suri,+916729254355,22,4.79,scooter,1,Available,12.910999,77.558341,661,Bengaluru
D00534,Naksh,Rama,+911825624728,33,4.27,motorcycle,1,Offline,12.895143,77.577215,2656,Bengaluru
D00535,Rohan,Comar,+914149929009,42,4.3,scooter,1,Available,12.918826,77.642331,2851,Bengaluru
D00536,Owen,Pandey,+910450956321,35,3.84,electric_scooter,2,Available,13.01739,77.593396,2947,Bengaluru
D00537,Veer,Gera,+913538922247,22,4.24,motorcycle,2,Available,12.963681,77.679396,3500,Bengaluru
D00538,Manthan,Chad,+910827705646,23,3.55,bicycle,2,On Delivery,12.942993,77.621295,3452,Bengaluru
D00539,Ekalinga,Munshi,+918500953723,28,4.48,motorcycle,1,On Delivery,12.97736,77.638237,2709,Bengaluru
D00540,Daniel,Khare,+913361094416,29,4.5,motorcycle,0,On Delivery,12.945096,77.590732,1603,Bengaluru
D00541,Michael,Dada,+917277685760,33,4.82,electric_scooter,0,On Delivery,12.994141,77.580385,2485,Bengaluru
D00542,Gavin,Prakash,+914617551887,20,4.75,bicycle,1,On Delivery,12.827102,77.695987,2322,Bengaluru
D00543,Ekavir,Vaidya,+918374441723,28,4.49,motorcycle,1,On Delivery,12.903497,77.617993,2062,Bengaluru
D00544,Rishi,Sahota,+910254853626,37,4.28,scooter,1,On Delivery,12.945504,77.572745,718,Bengaluru
D00545,Ekapad,Rajagopal,+910953855742,22,4.13,motorcycle,1,Available,12.917229,77.619458,3205,Bengaluru
D00546,Siddharth,Grewal,+910937814604,35,4.92,electric_scooter,2,On Delivery,12.990936,77.614409,394,Bengaluru
D00547,Yagnesh,Yogi,+913706618756,28,4.52,electric_scooter,1,Available,12.828785,77.677208,1598,Bengaluru
D00548,Gabriel,Ganesan,+911541858990,21,3.98,motorcycle,1,Offline,12.960654,77.507138,693,Bengaluru
D00549,Yash,Mani,+917860435660,30,3.75,electric_scooter,0,On Delivery,13.000525,77.581444,1829,Bengaluru
D00550,Ekaraj,Grover,+913306773067,42,4.15,scooter,0,On Delivery,12.942294,77.679086,565,Bengaluru
D00551,Nakul,Seshadri,+919419087886,30,4.63,motorcycle,1,On Delivery,12.917196,77.580025,3320,Bengaluru
D00552,Avi,Parmer,+919634289876,20,3.83,scooter,1,On Delivery,12.973888,77.650857,2621,Bengaluru
D00553,Aayush,Sundaram,+912170486186,41,3.78,scooter,0,On Delivery,13.004126,77.569754,853,Bengaluru
D00554,Ekansh,Hayer,+916290739928,39,3.71,motorcycle,2,On Delivery,12.921357,77.593701,664,Bengaluru
D00555,Rehaan,Tiwari,+913371708649,28,3.82,motorcycle,2,Available,12.9104,77.532957,133,Bengaluru
D00556,Yug,Rege,+913135490145,44,2.96,scooter,1,On Delivery,12.925319,77.613754,1568,Bengaluru
D00557,Yatan,Sagar,+910549824388,43,4.43,scooter,2,On Delivery,12.962785,77.624377,3334,Bengaluru
D00558,Tristan,Suresh,+911781678066,40,3.71,motorcycle,0,On Delivery,12.986295,77.652112,1417,Bengaluru
D00559,Fiyaz,Butala,+911649281503,34,4.26,scooter,0,On Delivery,12.959208,77.727448,2463,Bengaluru
D00560,Alexander,Kannan,+917030880817,25,3.07,motorcycle,2,Available,12.927291,77.575734,1708,Bengaluru
D00561,Madhav,Bali,+918500728895,38,4.08,motorcycle,2,On Delivery,12.947854,77.653505,1138,Bengaluru
D00562,Laksh,Kar,+916919612766,24,4.6,motorcycle,0,On Delivery,12.89461,77.640493,3453,Bengaluru
D00563,Maanas,Ganguly,+912634443596,40,4.99,scooter,2,Available,12.924804,77.609302,2147,Bengaluru
D00564,Veer,Tandon,+910120424253,33,4.49,scooter,2,Available,13.017853,77.693882,649,Bengaluru
D00565,Daksh,Comar,+919760396702,44,4.65,motorcycle,1,Available,12.957441,77.687346,3468,Bengaluru
D00566,Krish,Peri,+915536481875,44,5.0,bicycle,2,Available,12.986956,77.497334,1005,Bengaluru
D00567,Ansh,Sastry,+912159773854,42,4.63,motorcycle,0,Offline,12.955683,77.565679,530,Bengaluru
D00568,Ikbal,Sandal,+917998649125,38,3.78,motorcycle,1,Offline,12.956216,77.692646,2740,Bengaluru
D00569,Charan,Kota,+916226992066,32,4.17,motorcycle,1,Offline,12.893196,77.56522,2341,Bengaluru
D00570,Manthan,Bali,+915699929983,26,4.88,motorcycle,2,On Delivery,12.983127,77.588566,1647,Bengaluru
D00571,Umang,Lall,+916041348208,45,3.89,motorcycle,2,On Delivery,12.961491,77.647105,401,Bengaluru
D00572,Owen,Chahal,+913912260001,29,4.3,motorcycle,2,Offline,12.978206,77.557115,2870,Bengaluru
D00573,Theodore,Dalal,+911430491341,20,3.58,motorcycle,2,On Delivery,13.052998,77.582872,633,Bengaluru
D00574,Jagat,Kadakia,+910998656422,29,3.64,electric_scooter,1,On Delivery,12.971845,77.711703,2915,Bengaluru
D00575,Parth,Sangha,+910976691948,39,4.3,motorcycle,2,Offline,12.944153,77.713644,3398,Bengaluru
D00576,Fitan,Dewan,+910568201753,40,5.0,bicycle,1,On Delivery,12.973108,77.523911,1685,Bengaluru
D00577,Harshil,Jhaveri,+914043474125,27,3.91,bicycle,2,Available,12.987258,77.747125,2715,Bengaluru
D00578,Ayushman,Panchal,+910077732175,21,4.7,motorcycle,0,On Delivery,12.96823,77.615888,3130,Bengaluru
D00579,Logan,Yohannan,+919919387337,21,3.88,motorcycle,2,Available,12.992174,77.6763,1213,Bengaluru
D00580,Frado,Naik,+918904760786,24,3.31,scooter,1,Offline,12.830902,77.674942,31,Bengaluru
D00581,Madhav,Mann,+911708517328,38,4.95,motorcycle,1,Available,12.909978,77.615442,798,Bengaluru
D00582,Kiaan,Varkey,+918580558115,34,4.59,motorcycle,2,On Delivery,12.907182,77.687958,1617,Bengaluru
D00583,Champak,Deshmukh,+917700409304,30,4.57,electric_scooter,0,On Delivery,12.99963,77.698591,85,Bengaluru
D00584,Samesh,Bhargava,+918221803966,44,4.54,motorcycle,2,On Delivery,12.961246,77.521925,987,Bengaluru
D00585,Lakshit,Date,+914078802652,39,3.48,scooter,0,Offline,12.85627,77.699431,1575,Bengaluru
D00586,Dominic,Krish,+913335623039,34,3.94,motorcycle,0,On Delivery,12.847582,77.685372,2087,Bengaluru
D00587,Elijah,Nagy,+919870920199,22,3.61,motorcycle,2,On Delivery,12.988883,77.654417,2587,Bengaluru
D00588,Jatin,Ramaswamy,+913266115848,30,4.25,scooter,1,Available,12.854526,77.660154,1645,Bengaluru
D00589,Yash,Dhar,+914722053970,35,3.78,motorcycle,1,Available,12.946559,77.682172,1150,Bengaluru
D00590,Krish,Sachdeva,+910823171461,39,3.92,scooter,2,Available,12.83911,77.684929,1125,Bengaluru
D00591,Raghav,Seth,+916235960530,24,3.81,scooter,0,On Delivery,13.115556,77.595737,1243,Bengaluru
D00592,Baljiwan,Chander,+918703686050,32,4.53,motorcycle,1,Available,12.92039,77.623946,1787,Bengaluru
D00593,Saksham,Varma,+916409891039,21,3.5,scooter,0,Available,12.930039,77.609671,3044,Bengaluru
D00594,Liam,Pillay,+912094523759,34,4.06,scooter,1,Available,12.964664,77.683126,469,Bengaluru
D00595,Utkarsh,Sura,+918602757454,45,4.08,motorcycle,2,On Delivery,12.992771,77.588467,571,Bengaluru
D00596,Nihal,Agate,+919445381180,40,4.3,scooter,2,On Delivery,12.971161,77.650687,1604,Bengaluru
D00597,Chakradhar,Shanker,+914566229521,35,4.0,scooter,0,Available,13.00827,77.568876,1678,Bengaluru
D00598,Praneel,Bhatnagar,+916162486070,29,5.0,motorcycle,2,Available,12.923083,77.59358,1736,Bengaluru
D00599,Rushil,Kamdar,+918501530173,41,4.26,scooter,0,On Delivery,12.923241,77.56267,3323,Bengaluru
D00600,Tanish,Kakar,+918790522441,26,4.03,motorcycle,1,Available,12.962441,77.732059,2333,Bengaluru
D00601,Yug,Loyal,+913157905719,43,4.13,motorcycle,2,Offline,12.907965,77.670415,2620,Bengaluru
D00602,Neel,Mander,+914693656183,26,5.0,electric_scooter,2,On Delivery,12.988061,77.598389,1090,Bengaluru
D00603,Om,De,+917023771843,20,4.14,electric_scooter,0,On Delivery,12.964922,77.7113,681,Bengaluru
D00604,Xavier,Oza,+913332973239,32,4.18,motorcycle,0,Available,12.939339,77.621799,2306,Bengaluru
D00605,Arjun,Batra,+917699242773,39,4.67,bicycle,0,Available,12.923686,77.594323,2201,Bengaluru
D00606,Chandran,Sharaf,+913209140169,26,3.13,motorcycle,0,On Delivery,12.996268,77.537869,1211,Bengaluru
D00607,Abhiram,Dash,+918290755154,42,3.83,motorcycle,1,Available,12.919297,77.575677,1822,Bengaluru
D00608,Farhan,Sastry,+919138310064,27,3.63,motorcycle,0,Available,12.987657,77.563589,3116,Bengaluru
D00609,Vedant,Acharya,+917773316806,32,4.35,bicycle,2,On Delivery,13.120216,77.605288,3297,Bengaluru
D00610,Tanish,Jain,+910360595298,45,4.41,motorcycle,2,Available,13.015938,77.59934,2991,Bengaluru
D00611,Dominic,Mittal,+917406758267,33,4.15,motorcycle,2,Offline,12.984013,77.652443,3458,Bengaluru
D00612,Fariq,Mahal,+910363856461,29,4.36,scooter,1,Available,13.113716,77.576852,1999,Bengaluru
D00613,Chakradhar,Patel,+919798491498,33,5.0,motorcycle,2,On Delivery,12.961548,77.697079,1300,Bengaluru
D00614,Jeremiah,Butala,+913266432239,28,3.56,electric_scooter,0,Available,12.970768,77.547284,652,Bengaluru
D00615,Quincy,Gandhi,+911159485340,20,4.86,scooter,0,On Delivery,12.898422,77.627056,1799,Bengaluru
D00616,Atharv,Randhawa,+912239847422,30,3.58,motorcycle,1,On Delivery,12.87936,77.612368,2861,Bengaluru
D00617,Michael,Kaur,+912378870584,22,3.92,motorcycle,0,Available,12.908169,77.547336,325,Bengaluru
D00618,Tanish,Chand,+919564799846,20,4.2,scooter,1,On Delivery,12.859397,77.604533,2822,Bengaluru
D00619,Champak,Agarwal,+918309723610,37,4.29,motorcycle,0,On Delivery,13.040741,77.599695,1583,Bengaluru
D00620,Hredhaan,Sood,+915557864578,32,3.89,motorcycle,1,Offline,12.927896,77.558758,1452,Bengaluru
D00621,Balvan,Deo,+910068758682,29,3.81,scooter,1,Available,12.989448,77.736786,1577,Bengaluru
D00622,Isaiah,Venkataraman,+912444189974,20,4.27,motorcycle,0,Available,12.993314,77.55196,1675,Bengaluru
D00623,Tristan,Andra,+917017036309,29,4.35,electric_scooter,1,Available,12.980824,77.61938,879,Bengaluru
D00624,Aayush,Oza,+910508983094,43,3.26,motorcycle,1,On Delivery,12.86712,77.669031,59,Bengaluru
D00625,Darpan,Sami,+917972452841,26,4.45,motorcycle,2,Available,12.997606,77.606519,63,Bengaluru
D00626,Dominic,Sridhar,+913567480957,40,3.69,scooter,0,On Delivery,12.832611,77.658689,2782,Bengaluru
D00627,Balendra,Karnik,+912602944203,22,3.76,motorcycle,2,On Delivery,12.950731,77.627879,3134,Bengaluru
D00628,Rehaan,Chakraborty,+910734203197,41,3.75,motorcycle,1,On Delivery,12.924085,77.575015,1895,Bengaluru
D00629,Charan,Chauhan,+918648230882,39,4.52,motorcycle,2,On Delivery,13.007486,77.585927,1633,Bengaluru
D00630,Naksh,Pillai,+911962332605,43,4.48,motorcycle,2,On Delivery,12.897072,77.636402,1156,Bengaluru
D00631,Mason,Devan,+911730662931,31,4.04,motorcycle,2,Offline,12.90617,77.596746,3279,Bengaluru
D00632,Rayaan,Deol,+912426559469,37,4.78,scooter,0,Offline,12.954913,77.506635,635,Bengaluru
D00633,Ekbal,Biswas,+917989022379,21,4.31,motorcycle,1,Available,12.944441,77.706397,1127,Bengaluru
D00634,Aayush,Gala,+910847795417,33,4.76,motorcycle,1,Available,12.898186,77.62441,2159,Bengaluru
D00635,Thomas,Panchal,+910737815915,35,3.53,scooter,2,On Delivery,12.931153,77.654041,1523,Bengaluru
D00636,Hredhaan,Doshi,+916268384887,33,4.01,motorcycle,0,Offline,12.880903,77.697084,79,Bengaluru
D00637,Samesh,Savant,+911219051881,24,4.24,bicycle,2,On Delivery,13.004159,77.677671,2152,Bengaluru
D00638,Ikbal,Chadha,+911820706690,23,4.7,motorcycle,2,Available,12.953579,77.719127,1980,Bengaluru
D00639,Chandresh,Dey,+913348649703,42,3.68,motorcycle,1,On Delivery,12.957169,77.507193,1895,Bengaluru
D00640,David,Rajagopalan,+913355707731,44,4.64,motorcycle,2,Offline,12.865967,77.70109,903,Bengaluru
D00641,Parth,Sanghvi,+915705218799,41,5.0,electric_scooter,0,On Delivery,12.962716,77.743511,2921,Bengaluru
D00642,Nakul,Dey,+918831141470,40,4.46,electric_scooter,0,On Delivery,12.916236,77.667847,939,Bengaluru
D00643,Jatin,Malhotra,+917156891097,34,4.4,scooter,2,Available,12.969831,77.726933,592,Bengaluru
D00644,Brijesh,Kothari,+914568446794,20,4.79,electric_scooter,0,On Delivery,12.964652,77.689502,1743,Bengaluru
D00645,Lucky,Bala,+913295737831,31,4.27,scooter,1,Available,12.885649,77.613751,2903,Bengaluru
D00646,Matthew,Jha,+912731868302,38,4.03,electric_scooter,1,On Delivery,12.911857,77.591332,2898,Bengaluru
D00647,Girindra,Ramanathan,+914165185483,38,4.36,motorcycle,1,Available,12.997172,77.681047,1921,Bengaluru
D00648,Manbir,Bhagat,+917462159584,40,3.88,motorcycle,2,On Delivery,12.908596,77.621888,3044,Bengaluru
D00649,Jagdish,Talwar,+912218169814,23,4.28,motorcycle,1,On Delivery,12.960196,77.602246,2744,Bengaluru
D00650,Reyansh,Chowdhury,+919483774029,45,4.2,scooter,0,On Delivery,12.921064,77.562374,1192,Bengaluru
D00651,Jai,Tata,+912650996218,26,4.55,motorcycle,1,On Delivery,13.010477,77.684155,2466,Bengaluru
D00652,Balendra,Wable,+916102563420,24,5.0,scooter,0,Available,12.866502,77.59222,2872,Bengaluru
D00653,Abeer,Patel,+913768367590,23,5.0,motorcycle,1,On Delivery,12.949847,77.700935,1351,Bengaluru
D00654,Nathan,Deo,+916144092335,22,4.46,motorcycle,1,Offline,12.936227,77.574843,1788,Bengaluru
D00655,Rishi,Salvi,+916372631995,43,4.29,electric_scooter,1,Offline,12.825504,77.68936,2605,Bengaluru
D00656,Qadim,Gera,+912776414900,26,3.98,bicycle,2,Available,12.984441,77.566317,742,Bengaluru
D00657,Warinder,Bora,+914448672288,27,4.01,scooter,1,On Delivery,12.883463,77.589331,997,Bengaluru
D00658,Abhiram,Bir,+914615749325,22,2.82,motorcycle,2,On Delivery,12.941744,77.714406,1885,Bengaluru
D00659,Abhimanyu,Lala,+910409543776,33,4.13,motorcycle,0,Available,12.862082,77.690186,2174,Bengaluru
D00660,Hritik,Baral,+918731439151,22,4.37,motorcycle,1,On Delivery,13.003182,77.550091,1699,Bengaluru
D00661,Ayushman,Rao,+911871096856,29,5.0,motorcycle,1,On Delivery,12.913052,77.601012,1675,Bengaluru
D00662,Zehaan,Mangat,+912693315423,20,4.28,motorcycle,0,Available,12.960017,77.726414,232,Bengaluru
D00663,Zashil,Sagar,+915052241142,20,3.83,motorcycle,1,Available,12.926158,77.580469,1300,Bengaluru
D00664,Siddharth,Ratti,+919201663382,24,4.82,motorcycle,0,Available,12.901844,77.648441,139,Bengaluru
D00665,Benjamin,Yadav,+910562019011,44,4.7,motorcycle,2,Available,12.979484,77.575093,925,Bengaluru
D00666,Faraj,Mall,+912528613239,28,4.74,motorcycle,1,On Delivery,12.970841,77.590113,1375,Bengaluru
D00667,Benjamin,Mukherjee,+914976024986,33,3.5,motorcycle,0,On Delivery,12.919463,77.571227,2998,Bengaluru
D00668,Balveer,Vaidya,+917734985297,27,4.71,motorcycle,0,Available,13.00483,77.590901,737,Bengaluru
D00669,Harsh,Dugal,+911476253809,33,4.45,motorcycle,0,Available,12.961873,77.570971,3216,Bengaluru
D00670,Nihal,Raman,+919524746653,30,3.61,motorcycle,2,On Delivery,12.991867,77.563873,2876,Bengaluru
D00671,Bachittar,Mukherjee,+915324367924,23,4.26,motorcycle,0,Available,13.085591,77.601652,1884,Bengaluru
D00672,Tejas,Khare,+913835434685,36,3.57,scooter,0,On Delivery,12.966014,77.709634,117,Bengaluru
D00673,Ayush,Konda,+917939981615,27,3.79,scooter,2,Available,13.111892,77.592032,1622,Bengaluru
D00674,Caleb,Saraf,+911030737260,35,4.1,scooter,0,Offline,12.867631,77.694386,1131,Bengaluru
D00675,Dalbir,Setty,+910826493121,29,5.0,motorcycle,0,On Delivery,12.965442,77.651281,1229,Bengaluru
D00676,Ayaan,More,+914292645633,39,3.92,motorcycle,0,On Delivery,12.968981,77.492358,2406,Bengaluru
D00677,Gagan,Dar,+914811266497,22,4.4,scooter,1,Offline,12.992024,77.593023,114,Bengaluru
D00678,Abeer,Devan,+913539101612,31,5.0,scooter,2,Available,13.107777,77.598328,1653,Bengaluru
D00679,Abdul,Gade,+911333443767,41,4.11,electric_scooter,2,Available,12.980037,77.507707,3264,Bengaluru
D00680,Yuvraj,Palan,+918410167930,22,4.86,bicycle,2,Available,12.961058,77.762921,1650,Bengaluru
D00681,Kai,Ganesan,+911004202886,33,4.02,bicycle,1,Offline,12.954213,77.627634,145,Bengaluru
D00682,Quincy,Date,+919034213485,29,3.49,scooter,0,Offline,12.889993,77.610647,868,Bengaluru
D00683,Krish,Dalal,+911791386015,45,3.98,motorcycle,2,Offline,12.978099,77.553019,3248,Bengaluru
D00684,Alexander,Nayak,+911940247028,37,3.59,electric_scooter,0,Available,12.91024,77.561876,498,Bengaluru
D00685,Tanish,Magar,+917193678576,29,3.91,electric_scooter,0,On Delivery,12.944415,77.582175,988,Bengaluru
D00686,Azad,Lall,+917491619423,40,3.88,motorcycle,1,Available,12.972445,77.621888,206,Bengaluru
D00687,Balvan,Taneja,+916962616845,30,3.97,motorcycle,1,Available,12.919999,77.622196,2696,Bengaluru
D00688,Vedant,Vaidya,+910254717989,42,4.59,scooter,2,On Delivery,12.935184,77.562537,1480,Bengaluru
D00689,Pranit,Bhakta,+913005195675,41,3.09,electric_scooter,0,Available,13.096117,77.587593,3197,Bengaluru
D00690,Zaid,Ganesan,+912717266256,31,3.68,motorcycle,1,Offline,12.85325,77.672426,1961,Bengaluru
D00691,Qarin,Dugar,+914130686240,45,4.66,scooter,1,On Delivery,12.941733,77.60782,430,Bengaluru
D00692,Joshua,Chauhan,+916689041728,24,3.64,motorcycle,1,Available,12.915337,77.630027,2064,Bengaluru
D00693,Dalbir,Kari,+913282228240,37,4.28,motorcycle,1,Offline,12.855853,77.589647,2164,Bengaluru
D00694,Aarav,Basu,+919400410847,39,3.91,electric_scooter,0,Available,12.910917,77.61434,3212,Bengaluru
D00695,Abeer,Konda,+915357228920,45,4.13,bicycle,1,Available,12.977981,77.767341,2878,Bengaluru
D00696,Arin,Sodhi,+910978302801,20,4.3,electric_scooter,0,On Delivery,12.999375,77.694075,2927,Bengaluru
D00697,Qabil,Rajagopal,+918144786742,37,3.78,motorcycle,0,On Delivery,12.979903,77.539088,2771,Bengaluru
D00698,Falan,Gola,+916357803789,44,4.93,motorcycle,0,Available,12.977954,77.627631,3384,Bengaluru
D00699,Andrew,Saini,+913699055855,35,3.11,scooter,2,On Delivery,13.009823,77.710696,2868,Bengaluru
D00700,Isaac,Nagy,+912906969045,24,4.59,motorcycle,2,On Delivery,12.952134,77.515382,1555,Bengaluru
D00701,Jeet,Saha,+917457016527,33,3.87,motorcycle,0,On Delivery,12.920716,77.63444,2304,Bengaluru
D00702,Nathaniel,Madan,+910253084376,39,4.38,scooter,2,On Delivery,12.903554,77.654857,1639,Bengaluru
D00703,Balvan,Pradhan,+912508423242,26,4.72,motorcycle,0,On Delivery,12.830674,77.675393,1131,Bengaluru
D00704,Darpan,Thakkar,+911553691585,30,3.35,motorcycle,2,Offline,12.909775,77.623941,1583,Bengaluru
D00705,Atharv,Gola,+912570333295,41,3.98,scooter,1,Available,12.921164,77.585724,920,Bengaluru
D00706,Isaac,Varty,+912863040296,32,4.41,motorcycle,2,On Delivery,12.904486,77.640413,381,Bengaluru
D00707,Arin,Rattan,+912041678215,41,4.85,motorcycle,0,Offline,13.022117,77.596415,1576,Bengaluru
D00708,Bakhshi,Shroff,+910632503139,25,4.0,motorcycle,1,On Delivery,12.963997,77.634038,3374,Bengaluru
D00709,Lohit,Mukhopadhyay,+910193335937,39,3.55,motorcycle,2,Available,12.983404,77.553749,248,Bengaluru
D00710,Nihal,Chadha,+915616225647,22,4.57,motorcycle,1,Available,12.938967,77.721249,2466,Bengaluru
D00711,Vedant,Anand,+912304532316,40,5.0,scooter,1,Offline,12.819998,77.67498,2199,Bengaluru
D00712,Qarin,Iyer,+914743701945,26,4.19,scooter,2,Offline,12.954319,77.49826,338,Bengaluru
D00713,Madhav,Modi,+915052761209,25,4.97,scooter,2,On Delivery,13.003054,77.694458,1962,Bengaluru
D00714,Jairaj,Shetty,+919022311678,41,4.05,bicycle,0,Available,12.943098,77.645187,3392,Bengaluru
D00715,Qarin,Tak,+917185921268,43,4.21,motorcycle,2,Available,12.930904,77.53498,913,Bengaluru
D00716,Guneet,Korpal,+912943000375,44,4.49,electric_scooter,2,On Delivery,12.908952,77.538243,2322,Bengaluru
D00717,Faqid,Ahuja,+914659866932,35,4.09,scooter,2,On Delivery,12.88244,77.608632,433,Bengaluru
D00718,Samarth,Bajwa,+917659153820,23,3.88,motorcycle,1,On Delivery,12.931964,77.534868,134,Bengaluru
D00719,Jackson,Pal,+916735127245,31,3.83,motorcycle,0,On Delivery,12.954753,77.561347,3427,Bengaluru
D00720,Aayush,Nayak,+916976487849,33,4.38,motorcycle,1,On Delivery,13.010006,77.560261,2376,Bengaluru
